in:fs_0,in:np_0,in:fA_0,in:fB_0,in:fs_1,in:np_1,in:fA_1,in:fB_1,in:fs_2,in:np_2,in:fA_2,in:fB_2,in:fs_3,in:np_3,in:fA_3,in:fB_3,in:fs_4,in:np_4,in:fA_4,in:fB_4,in:fs_5,in:np_5,in:fA_5,in:fB_5,in:fs_6,in:np_6,in:fA_6,in:fB_6,in:fs_7,in:np_7,in:fA_7,in:fB_7,in:fs_8,in:np_8,in:fA_8,in:fB_8,in:fs_9,in:np_9,in:fA_9,in:fB_9,in:fs_10,in:np_10,in:fA_10,in:fB_10,in:fs_11,in:np_11,in:fA_11,in:fB_11,in:fs_12,in:np_12,in:fA_12,in:fB_12,out:StaticAction,out:IntersectBars,out:InterimForces,out:minLength,out:maxLength,out:minForce,out:maxForce,out:ID,img
0.98,0,0,0,0.96,0,0,0,0.12,0.57,-0.65,0,0.85,0,0,0,0.93,0,0,0,0.66,0.2,0.06,-0.51,0.97,0.87,-0.84,0,0.39,0.55,0.37,0,0.31,0.46,-0.1,0,0.95,0.94,0.91,0,0.52,0,0,0,0,0,0,0,0,0,0,0,1109.4,6,0,2.73,12,0.3,16.42,381,Frame_00381.png
0.47,0.36,-0.99,0,0.64,0,0,0,0.1,0.96,-0.56,0,0.49,0.89,0.82,0,0.3,0.79,0.03,0,0.97,0,0,0,0.92,0.41,-0.65,0,0.47,0,0,0,0.55,0.88,-0.13,0,0.79,0.51,0.07,0,0.14,1,0,0,0,0,0,0,0,0,0,0,1147.9,6,0,2.33,11.81,0.15,12.78,382,Frame_00382.png
0.95,0,0,0,0.05,0.36,0.32,0,0.84,0.27,0.35,0,0.63,0.02,0,0,0.35,0.09,-0.95,0,0.81,0.79,-0.8,0,0.77,0.04,-0.9,0,0.43,0,0,0,0.25,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,6,0,2.12,11.99,1.6,16.72,383,Frame_00383.png
0.38,0.67,-0.33,0,0.07,0,0,0,0.46,0,0,0,0.81,0.06,0.47,0,0.62,0.09,-0.11,0,0.03,0.9,0.31,0,0.2,0.98,0.83,0,0.5,0,0,0,0.11,0.31,-0.02,0,0.32,0.82,-0.43,0,0.58,0.1,-0.39,0,0.27,0.67,0.97,0,0.93,0,0,0,1230.9,6,0,2.44,11.48,0.1,15.53,384,Frame_00384.png
0.96,0,0,0,0.42,0.04,-0.94,0,0.99,0,0,0,0.01,0.54,-0.09,0,0.17,0.31,-0.97,0,0.45,0,0,0,0.63,0.1,-0.71,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.7,6,0,2.19,11.83,0.45,22.81,385,Frame_00385.png
0.62,0.86,0.59,0,0.63,0,0,0,0.11,0.32,-0.8,0,0.98,0.52,0.05,0,0.51,0.53,-0.81,0,0.04,0.49,0.84,0,0.74,0.34,0.08,0,0.63,0.63,-0.5,0,0.43,0,0,0,0.91,0,0,0,0.12,1,0,0,0,0,0,0,0,0,0,0,1251.7,6,0,2,12,0.25,20.28,386,Frame_00386.png
0.09,0.64,0.18,0,0.72,0,0,0,0.87,0,0,0,0.49,0.04,0.06,0,0.6,0.32,-0.43,0,0.92,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.9,7,0,3,11.69,0.3,12.96,387,Frame_00387.png
0.59,0.74,-0.29,0,0.67,0,0,0,0.63,0.7,-0.13,0,0.95,0,0,0,0.36,0.34,-0.9,0,0.36,0.44,0.89,0,0.78,0,0,0,0.3,0.09,0.75,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.7,7,0,2.31,11.78,0.65,9.65,388,Frame_00388.png
0.26,0.12,-0.29,0,0.65,0,0,0,0.34,0,0,0,0.89,0.26,0.07,0,0.74,0,0,0,0.74,0,0,0,0.89,0.4,0.22,0.36,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.1,7,0,2.56,11.89,0.35,13.84,389,Frame_00389.png
0.98,0,0,0,0.99,0,0,0,0.6,0.83,-0.24,0,0.15,0.26,-0.65,0,0.4,0.24,0.29,0,0.22,0.31,-0.45,0,0.04,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710.9,7,0,2.16,11.69,1.2,14.13,390,Frame_00390.png
0.62,0.23,-0.66,0,0.96,0,0,0,0.92,0.38,0.39,0.67,0.74,0,0,0,0.37,0,0,0,0.22,0,0,0,0.96,0,0,0,0.06,0.43,-0.25,0.66,0.22,0.35,0.78,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.6,7,0,2.06,12,1.25,10.75,391,Frame_00391.png
0.17,0.52,0.79,0,0.19,0.96,-0.61,0,0.79,0.93,-0.12,-0.23,0.55,0,0,0,0.31,0.43,-0.63,0,0.46,0,0,0,0.88,0,0,0,0.94,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.4,7,0,3.23,12,0.6,10.78,392,Frame_00392.png
0.45,0.98,0.17,0,0.96,0.37,-0.41,0,0.62,0,0,0,0.23,0.89,0.94,0,0.8,0,0,0,0.63,0,0,0,0.59,0,0,0,0.22,0.07,-0.33,-0.8,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.1,7,0,3,12,0.85,12.75,393,Frame_00393.png
0.96,0,0,0,0.2,0.57,0.9,0,0.38,0,0,0,0.81,0,0,0,0.58,0.33,-0.53,0,0.8,0,0,0,0.95,0.02,0.83,-0.32,0.56,0.09,-0.3,0,0.62,0.7,0.28,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.2,7,0,2.17,12,1.39,9.65,394,Frame_00394.png
0.48,0.39,-0.1,0,0.13,0,0,0,0.19,0.17,-0.59,0,0.68,0.65,-0.19,0,0.72,0,0,0,0.92,0.13,0.93,0,0.75,0.86,0.28,0,0.65,0,0,0,0.59,0.05,0.46,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.4,7,0,2.66,11.65,0.5,10.86,395,Frame_00395.png
0.58,0.47,0.25,0,0.65,0,0,0,0.35,0.17,-0.22,0,0.51,0,0,0,0.75,0.15,0.48,0,0.66,0.96,-0.45,0,0.7,0.56,0.23,0,0.9,0.04,-0.63,0,0.64,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805.4,7,0,2.97,11.94,1.1,11.02,396,Frame_00396.png
0,0.58,-0.84,0,0.67,0,0,0,0.52,0,0,0,0.52,0,0,0,0.55,0.59,0.93,0,0.19,0.89,-0.2,0,0.89,0.49,0.95,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.9,7,0,2.84,11.86,1,9.65,397,Frame_00397.png
0.13,0.55,0.64,0,0.66,0,0,0,0.07,0.24,0.12,0,0.71,0.74,0.95,0,0.33,0,0,0,0.75,0,0,0,0.81,0.43,0.53,0,0.08,0.3,-0.96,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847.8,7,0,2.11,11.41,0.6,15.95,398,Frame_00398.png
0.17,0.24,-0.78,0,0.97,0,0,0,0.73,0,0,0,0.57,0.46,-0.64,0,0.1,0.9,0.27,0,0.73,0.45,0.51,0,0.68,0,0,0,0.79,0.96,0.42,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.7,7,0,2.98,11.91,1.35,12.38,399,Frame_00399.png
0.62,0.68,-0.15,0,0.41,0,0,0,0.48,0,0,0,0.03,0.97,0.76,0,0.62,0.87,-0.69,0.47,0.4,0.82,-0.1,0,0.63,0.58,0.34,0,0.45,0,0,0,0.31,0.11,-0.12,0,0.33,0,0,0,0.09,1,1,0,1,0,0,0,0,0,0,0,880.3,7,0,2.93,12,0.5,11.12,400,Frame_00400.png
0.18,0.76,-0.66,0,0.19,0.23,0.11,0,0.74,0,0,0,0.7,0,0,0,0.31,0.08,-0.97,0,0.9,0,0,0,0.85,0.96,-0.59,0,0.88,0.59,0.32,0,0.39,0.21,0.19,0,0.95,0.04,-0.35,0,0.22,0,0,0,0,0,0,0,0,0,0,0,884.5,7,0,2.07,11.79,0.55,11.46,401,Frame_00401.png
0.64,0.4,-0.44,0,0.83,0.73,0.3,0,0.41,0,0,0,0.67,0,0,0,0.11,0.84,-0.22,0,0.26,0.35,-0.67,0,0.24,0,0,0,0.24,0.42,0.79,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,7,0,2.46,11.81,1.1,11.6,402,Frame_00402.png
0.2,0.48,0.59,0,0.28,0,0,0,0.73,0,0,0,0.77,0.89,-0.06,0,0.14,0,0,0,0.64,0.83,-0.33,0,0.49,0.84,0.21,0,0.37,0.24,0.94,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902.5,7,0,2.79,11.69,0.3,15.55,403,Frame_00403.png
0.02,0.73,-0.69,0,0.06,0.28,-0.13,-1,0.95,0,0,0,0.79,0,0,0,0.6,0,0,0,0.18,0,0,0,0.58,0,0,0,0.09,0.52,-0.88,-0.35,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,7,0,3.27,12,0.65,16.58,404,Frame_00404.png
0.34,0.76,-0.33,0,0.22,0,0,0,0.14,0.96,-0.94,0,0.44,0.18,-0.1,0,0.93,0,0,0,0.47,0.56,-0.87,0,0.73,0,0,0,0.9,0.61,0.31,0,0.74,0.84,-0.71,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947.1,7,0,2.64,11.6,0.5,11.3,405,Frame_00405.png
0.2,0.8,0.55,0,0.16,0.21,-0.97,0,0.86,0,0,0,0.48,0,0,0,0.22,0.55,-0.79,0,0.18,0.86,-0.7,0,0.07,0,0,0,0.44,0.38,-0.1,0,0.78,0.61,0.68,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.3,7,0,2.28,11.68,0.5,17.39,406,Frame_00406.png
0.86,0.96,0.41,0,0.89,0,0,0,0.58,0.58,-0.18,0,0.57,0.35,-0.97,0,0.28,0,0,0,0.54,0,0,0,0.02,0.26,-0.97,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,7,0,3.58,11.9,0.9,13.45,407,Frame_00407.png
0.95,0,0,0,0.15,0.95,0.81,0,0.07,0.2,-0.67,0,0.64,0,0,0,0.27,0.76,-0.91,0,0.47,0.44,-0.01,-0.22,0.62,0,0,0,0.28,0.63,0.17,0,0.82,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972.3,7,0,2.36,11.92,0.05,16.68,408,Frame_00408.png
0.21,0.95,-0.58,0,0.96,0,0,0,0.28,0.06,0.29,0,0.79,0,0,0,0.99,0.24,-0.37,0,0.57,0.89,-0.06,0,0.11,0,0,0,0.94,0.51,0.46,0,0.53,0.85,-0.71,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.8,7,0,2.3,11.92,0.3,15.32,409,Frame_00409.png
0.31,0.65,-0.06,0,0.65,0,0,0,0.46,0.45,0.95,0,0.92,0.21,0.1,0.69,0.16,0,0,0,0.15,0,0,0,0.4,0.26,0.42,0,0.94,0,0,0,0.21,0.42,-0.09,0,0.09,0.1,-0.75,0,0.14,0,0,0,0,0,0,0,0,0,0,0,1013.4,7,0,3,11.7,0.3,15.33,410,Frame_00410.png
0.19,0.86,0.26,0,0.38,0.44,0.92,0,0.55,0.4,0.98,0,0.94,0,0,0,0.96,0,0,0,0.49,0,0,0,0.89,0.53,0.66,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,7,0,4.04,11.77,1.3,17.52,411,Frame_00411.png
0.03,0.33,-0.97,0,0.84,0,0,0,0.75,0,0,0,0.5,0,0,0,0.06,0.51,0.36,0,0.73,0.01,-0.77,0,0.09,0.37,-0.01,0,0.29,0.62,-0.71,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.4,7,0,2.07,11.89,0.05,22.32,412,Frame_00412.png
0.5,0.23,-0.37,0,0.1,0.25,-0.38,0,0.61,0.86,0.26,0,0.35,0.28,0.31,-0.76,0.65,0,0,0,0.99,0,0,0,0.73,0,0,0,0.53,0,0,0,0,0,0,0,0.81,0.15,-0.7,0,0.31,0,0,0,0,0,0,0,0,0,0,0,1026.8,7,0,2.43,12,1.3,12.55,413,Frame_00413.png
0.31,0.78,-0.76,0,0.74,0.49,-0.43,0,0.04,0.23,-0.4,0,0.68,0.61,-0.31,0,0.07,0,0,0,0.05,0.19,-0.73,0,0.97,0,0,0,0.06,0.09,-0.68,0,0.32,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.3,7,0,2.48,11.94,1.55,19.93,414,Frame_00414.png
0.99,0,0,0,0.64,0.73,-0.84,0,0.59,0.88,0.26,0,0.93,0,0,0,0.43,0,0,0,0.99,0.47,-0.18,0,0.88,0.33,-0.82,0,0.62,0.38,-0.57,0,0.2,0.48,0.81,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038.6,7,0,2.44,11.64,0.9,17.65,415,Frame_00415.png
0.34,0.74,-0.53,0,0.57,0,0,0,0.27,0,0,0,0.07,0,0,0,0.38,0.09,-0.02,0,0.87,0.53,-0.52,0,0.6,0.73,0.01,0,0.51,0.19,-0.59,0,0.36,0.43,-0.77,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039.8,7,0,2.3,11.79,0.05,17.7,416,Frame_00416.png
0.97,0,0,0,0.53,0.02,-0.79,0,0.11,0.14,-0.99,0,0.72,0,0,0,0.97,0,0,0,0.25,0.06,0.32,0,0.82,0.28,-0.72,0,0.86,0,0,0,0.18,0.11,-0.39,0.82,0.45,0.28,0.75,0,0.93,0,0,0,0,0,0,0,0,0,0,0,1070.1,7,0,2.04,11.7,1.6,14.92,417,Frame_00417.png
0.41,0.79,0.3,0,0.67,0,0,0,0.1,0.57,0.87,0,0.74,0.24,-0.7,0,0.66,0.61,-0.99,0,0.35,0.63,-0.23,-0.58,0.98,0,0,0,0.55,0,0,0,0.8,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.2,7,0,2.11,11.85,1.15,15.07,418,Frame_00418.png
0.97,0,0,0,0.57,0.33,-0.33,0,0.18,0,0,0,0.24,0.57,0.03,0,0.37,0.68,-0.51,0,0.99,0.72,-0.62,0,0.56,0,0,0,0.52,0.48,-0.2,0,0.68,0.23,-0.9,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202.2,7,0,3,12,0.15,18.97,419,Frame_00419.png
0.97,0,0,0,0.2,0.7,-0.31,0,0.16,0.33,0.77,0,0.05,0,0,0,0.88,0.12,-0.22,0,0.89,0.53,-0.34,0,0.96,0.09,0.89,0,0.66,0.68,-0.67,0,0.19,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.2,7,0,3,11.69,1.1,19.9,420,Frame_00420.png
